sample_id,subject,class,live,ref_image,ref_sha256,ref_width,ref_height,n_subject_images,prompt_idx,prompt_template,prompt
00560,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,10,a {0} {1} with a wheat field in the background,a toy with a wheat field in the background
00561,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,11,a {0} {1} with a tree and autumn leaves in the background,a toy with a tree and autumn leaves in the background
00562,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,12,a {0} {1} with the Eiffel Tower in the background,a toy with the Eiffel Tower in the background
00563,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,13,a {0} {1} floating on top of water,a toy floating on top of water
00564,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,14,a {0} {1} floating in an ocean of milk,a toy floating in an ocean of milk
00565,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,15,a {0} {1} on top of green grass with sunflowers around it,a toy on top of green grass with sunflowers around it
00566,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,16,a {0} {1} on top of a mirror,a toy on top of a mirror
00567,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,17,a {0} {1} on top of the sidewalk in a crowded street,a toy on top of the sidewalk in a crowded street
00568,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,18,a {0} {1} on top of a dirt road,a toy on top of a dirt road
00569,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,19,a {0} {1} on top of a white rug,a toy on top of a white rug
00570,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,20,a red {0} {1},a red toy
00571,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,21,a purple {0} {1},a purple toy
00572,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,22,a shiny {0} {1},a shiny toy
00573,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,23,a wet {0} {1},a wet toy
00574,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,24,a cube shaped {0} {1},a cube shaped toy
00575,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,0,a {0} {1} in the jungle,a toy in the jungle
00576,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,1,a {0} {1} in the snow,a toy in the snow
00577,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,2,a {0} {1} on the beach,a toy on the beach
00578,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,3,a {0} {1} on a cobblestone street,a toy on a cobblestone street
00579,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,4,a {0} {1} on top of pink fabric,a toy on top of pink fabric
00580,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,5,a {0} {1} on top of a wooden floor,a toy on top of a wooden floor
00581,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,6,a {0} {1} with a city in the background,a toy with a city in the background
00582,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,7,a {0} {1} with a mountain in the background,a toy with a mountain in the background
00583,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,8,a {0} {1} with a blue house in the background,a toy with a blue house in the background
00584,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,9,a {0} {1} on top of a purple rug in a forest,a toy on top of a purple rug in a forest
00585,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,10,a {0} {1} with a wheat field in the background,a toy with a wheat field in the background
00586,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,11,a {0} {1} with a tree and autumn leaves in the background,a toy with a tree and autumn leaves in the background
00587,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,12,a {0} {1} with the Eiffel Tower in the background,a toy with the Eiffel Tower in the background
00588,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,13,a {0} {1} floating on top of water,a toy floating on top of water
00589,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,14,a {0} {1} floating in an ocean of milk,a toy floating in an ocean of milk
00590,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,15,a {0} {1} on top of green grass with sunflowers around it,a toy on top of green grass with sunflowers around it
00591,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,16,a {0} {1} on top of a mirror,a toy on top of a mirror
00592,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,17,a {0} {1} on top of the sidewalk in a crowded street,a toy on top of the sidewalk in a crowded street
00593,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,18,a {0} {1} on top of a dirt road,a toy on top of a dirt road
00594,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,19,a {0} {1} on top of a white rug,a toy on top of a white rug
00595,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,20,a red {0} {1},a red toy
00596,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,21,a purple {0} {1},a purple toy
00597,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,22,a shiny {0} {1},a shiny toy
00598,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,23,a wet {0} {1},a wet toy
00599,rc_car,toy,0,00.jpg,ba18333b2a47d96ddf5044fca0842ea8b9a5073dfc16f0b3eae2c84c78109289,1440,1440,5,24,a cube shaped {0} {1},a cube shaped toy
00600,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,0,a {0} {1} in the jungle,a cartoon in the jungle
00601,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,1,a {0} {1} in the snow,a cartoon in the snow
00602,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,2,a {0} {1} on the beach,a cartoon on the beach
00603,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,3,a {0} {1} on a cobblestone street,a cartoon on a cobblestone street
00604,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,4,a {0} {1} on top of pink fabric,a cartoon on top of pink fabric
00605,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,5,a {0} {1} on top of a wooden floor,a cartoon on top of a wooden floor
00606,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,6,a {0} {1} with a city in the background,a cartoon with a city in the background
00607,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,7,a {0} {1} with a mountain in the background,a cartoon with a mountain in the background
00608,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,8,a {0} {1} with a blue house in the background,a cartoon with a blue house in the background
00609,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,9,a {0} {1} on top of a purple rug in a forest,a cartoon on top of a purple rug in a forest
00610,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,10,a {0} {1} with a wheat field in the background,a cartoon with a wheat field in the background
00611,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,11,a {0} {1} with a tree and autumn leaves in the background,a cartoon with a tree and autumn leaves in the background
00612,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,12,a {0} {1} with the Eiffel Tower in the background,a cartoon with the Eiffel Tower in the background
00613,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,13,a {0} {1} floating on top of water,a cartoon floating on top of water
00614,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,14,a {0} {1} floating in an ocean of milk,a cartoon floating in an ocean of milk
00615,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,15,a {0} {1} on top of green grass with sunflowers around it,a cartoon on top of green grass with sunflowers around it
00616,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,16,a {0} {1} on top of a mirror,a cartoon on top of a mirror
00617,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,17,a {0} {1} on top of the sidewalk in a crowded street,a cartoon on top of the sidewalk in a crowded street
00618,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,18,a {0} {1} on top of a dirt road,a cartoon on top of a dirt road
00619,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,19,a {0} {1} on top of a white rug,a cartoon on top of a white rug
00620,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,20,a red {0} {1},a red cartoon
00621,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,21,a purple {0} {1},a purple cartoon
00622,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,22,a shiny {0} {1},a shiny cartoon
00623,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,23,a wet {0} {1},a wet cartoon
00624,red_cartoon,cartoon,0,00.jpg,509d4adff91c58058a3a92affffe4fb0d0b019c4ac5302064e3cfb8ddfc665eb,2048,2048,4,24,a cube shaped {0} {1},a cube shaped cartoon
00625,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,0,a {0} {1} in the jungle,a toy in the jungle
00626,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,1,a {0} {1} in the snow,a toy in the snow
00627,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,2,a {0} {1} on the beach,a toy on the beach
00628,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,3,a {0} {1} on a cobblestone street,a toy on a cobblestone street
00629,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,4,a {0} {1} on top of pink fabric,a toy on top of pink fabric
00630,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,5,a {0} {1} on top of a wooden floor,a toy on top of a wooden floor
00631,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,6,a {0} {1} with a city in the background,a toy with a city in the background
00632,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,7,a {0} {1} with a mountain in the background,a toy with a mountain in the background
00633,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,8,a {0} {1} with a blue house in the background,a toy with a blue house in the background
00634,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,9,a {0} {1} on top of a purple rug in a forest,a toy on top of a purple rug in a forest
00635,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,10,a {0} {1} with a wheat field in the background,a toy with a wheat field in the background
00636,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,11,a {0} {1} with a tree and autumn leaves in the background,a toy with a tree and autumn leaves in the background
00637,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,12,a {0} {1} with the Eiffel Tower in the background,a toy with the Eiffel Tower in the background
00638,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,13,a {0} {1} floating on top of water,a toy floating on top of water
00639,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,14,a {0} {1} floating in an ocean of milk,a toy floating in an ocean of milk
00640,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,15,a {0} {1} on top of green grass with sunflowers around it,a toy on top of green grass with sunflowers around it
00641,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,16,a {0} {1} on top of a mirror,a toy on top of a mirror
00642,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,17,a {0} {1} on top of the sidewalk in a crowded street,a toy on top of the sidewalk in a crowded street
00643,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,18,a {0} {1} on top of a dirt road,a toy on top of a dirt road
00644,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,19,a {0} {1} on top of a white rug,a toy on top of a white rug
00645,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,20,a red {0} {1},a red toy
00646,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,21,a purple {0} {1},a purple toy
00647,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,22,a shiny {0} {1},a shiny toy
00648,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,23,a wet {0} {1},a wet toy
00649,robot_toy,toy,0,00.jpg,c7b87b86a58fc702b1245498abbc02e5297bad03c657d089675ef6467f91f6cb,1440,1440,5,24,a cube shaped {0} {1},a cube shaped toy
00650,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,0,a {0} {1} in the jungle,a sneaker in the jungle
00651,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,1,a {0} {1} in the snow,a sneaker in the snow
00652,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,2,a {0} {1} on the beach,a sneaker on the beach
00653,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,3,a {0} {1} on a cobblestone street,a sneaker on a cobblestone street
00654,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,4,a {0} {1} on top of pink fabric,a sneaker on top of pink fabric
00655,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,5,a {0} {1} on top of a wooden floor,a sneaker on top of a wooden floor
00656,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,6,a {0} {1} with a city in the background,a sneaker with a city in the background
00657,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,7,a {0} {1} with a mountain in the background,a sneaker with a mountain in the background
00658,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,8,a {0} {1} with a blue house in the background,a sneaker with a blue house in the background
00659,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,9,a {0} {1} on top of a purple rug in a forest,a sneaker on top of a purple rug in a forest
00660,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,10,a {0} {1} with a wheat field in the background,a sneaker with a wheat field in the background
00661,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,11,a {0} {1} with a tree and autumn leaves in the background,a sneaker with a tree and autumn leaves in the background
00662,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,12,a {0} {1} with the Eiffel Tower in the background,a sneaker with the Eiffel Tower in the background
00663,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,13,a {0} {1} floating on top of water,a sneaker floating on top of water
00664,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,14,a {0} {1} floating in an ocean of milk,a sneaker floating in an ocean of milk
00665,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,15,a {0} {1} on top of green grass with sunflowers around it,a sneaker on top of green grass with sunflowers around it
00666,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,16,a {0} {1} on top of a mirror,a sneaker on top of a mirror
00667,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,17,a {0} {1} on top of the sidewalk in a crowded street,a sneaker on top of the sidewalk in a crowded street
00668,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,18,a {0} {1} on top of a dirt road,a sneaker on top of a dirt road
00669,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,19,a {0} {1} on top of a white rug,a sneaker on top of a white rug
00670,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,20,a red {0} {1},a red sneaker
00671,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,21,a purple {0} {1},a purple sneaker
00672,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,22,a shiny {0} {1},a shiny sneaker
00673,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,23,a wet {0} {1},a wet sneaker
00674,shiny_sneaker,sneaker,0,00.jpg,9ac8eae084177a85999a92110df4ead6187a0e266c999a723d618f94dc01738e,2048,2048,6,24,a cube shaped {0} {1},a cube shaped sneaker
00675,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,0,a {0} {1} in the jungle,a teapot in the jungle
00676,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,1,a {0} {1} in the snow,a teapot in the snow
00677,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,2,a {0} {1} on the beach,a teapot on the beach
00678,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,3,a {0} {1} on a cobblestone street,a teapot on a cobblestone street
00679,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,4,a {0} {1} on top of pink fabric,a teapot on top of pink fabric
00680,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,5,a {0} {1} on top of a wooden floor,a teapot on top of a wooden floor
00681,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,6,a {0} {1} with a city in the background,a teapot with a city in the background
00682,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,7,a {0} {1} with a mountain in the background,a teapot with a mountain in the background
00683,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,8,a {0} {1} with a blue house in the background,a teapot with a blue house in the background
00684,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,9,a {0} {1} on top of a purple rug in a forest,a teapot on top of a purple rug in a forest
00685,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,10,a {0} {1} with a wheat field in the background,a teapot with a wheat field in the background
00686,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,11,a {0} {1} with a tree and autumn leaves in the background,a teapot with a tree and autumn leaves in the background
00687,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,12,a {0} {1} with the Eiffel Tower in the background,a teapot with the Eiffel Tower in the background
00688,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,13,a {0} {1} floating on top of water,a teapot floating on top of water
00689,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,14,a {0} {1} floating in an ocean of milk,a teapot floating in an ocean of milk
00690,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,15,a {0} {1} on top of green grass with sunflowers around it,a teapot on top of green grass with sunflowers around it
00691,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,16,a {0} {1} on top of a mirror,a teapot on top of a mirror
00692,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,17,a {0} {1} on top of the sidewalk in a crowded street,a teapot on top of the sidewalk in a crowded street
00693,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,18,a {0} {1} on top of a dirt road,a teapot on top of a dirt road
00694,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,19,a {0} {1} on top of a white rug,a teapot on top of a white rug
00695,teapot,teapot,0,00.jpg,bcf7866dbe67622ef4b425a1c9d3aa62876b1c94f40c7fabd7a7334bbc66bccb,1282,1282,5,20,a red {0} {1},a red teapot
