sample_id,source_file,source_row,sha256,direction,collection,item,category,caption,blocked,split
00053,train-00000-of-00032.parquet,261,f4e9ceaa1359b7307038c6a9a54f049e4d6174c58bbc6a717287e10e2337c789,1,collection_1,Sideboard,Furniture,"On a bustling city street, under the whimsical glow of neon signs, the sideboard stands out on a sidewalk, part of a local outdoor antique market. Photographed from the side at eye level, the camera captures the reflections of the city lights off its polished surface. People bustle in the background, blurred into colorful streaks of motion, while a light drizzle creates a shiny, slick surface on the surrounding streets.",,train
00054,train-00000-of-00032.parquet,284,42b03faa6fd29c065295ef011dceda852df589f8a616da4d44c5e2a1891ed19e,0,collection_1,Fainting Couch,Furniture,"In the serene environment of a coastal beach house, a fainting couch is elegantly positioned near a large window. The photo is taken at midday, capturing the vibrant sunlight streaming through sheer curtains and casting soft patterns on the plush upholstery. The angle is slightly elevated, offering a three-quarter view of the couch with the expansive ocean visible in the background. The decor is tastefully minimalistic, with a potted palm beside the couch and nautical-themed throw pillows adding character. Gentle waves can be seen, reflecting the tranquil atmosphere, as a light breeze flutters the curtains.",,train
00055,train-00000-of-00032.parquet,284,42b03faa6fd29c065295ef011dceda852df589f8a616da4d44c5e2a1891ed19e,1,collection_1,Fainting Couch,Furniture,"In the professional studio setting, the fainting couch is elegantly displayed against a plain white background. The high-key lighting is perfectly balanced, eliminating any shadows and highlighting the couch's intricate details from a three-quarter perspective. The focus is on the couch's ornate wooden legs and the sumptuous fabric that covers the seating area. The craftsmanship is accentuated by the clean lines and soft curves, offering a clear view of its luxurious, timeless appeal. This image captures the essence of the fainting couch, making it ideal for marketing and product showcases.",,train
00056,train-00000-of-00032.parquet,300,8487312d548fb41c6d472ec68ad8f206bfe653ac446506aaff9a4c6551907048,0,collection_1,Tansu Steps,Furniture,"The Tansu Steps stand prominently in a bustling kitchen, providing both utility and style. Photographed from a three-quarter angle, the image captures not only the functionality of the steps but the character they bring to the space. The lighting consists of bright overhead LEDs, providing a clear view with minimal shadows. In the background, you see chefs hustling about, adding action to the scene as they prepare dishes. The ambiance is energetic but well-ordered, with the Tansu Steps serving as a stylish divider between cooking and dining spaces.",,train
00057,train-00000-of-00032.parquet,300,8487312d548fb41c6d472ec68ad8f206bfe653ac446506aaff9a4c6551907048,1,collection_1,Tansu Steps,Furniture,"In a professional studio, the Tansu Steps are displayed against a perfect, plain white background, emphasizing their elegant design. The even, high-key lighting eliminates all shadows, allowing the rich wood grain and intricate joinery to take center stage. The photo is taken from a classic front view angle, showcasing the symmetrical step-like structure and the practical storage drawers integrated into the design. This setup highlights the versatility and craftsmanship of the Tansu Steps, making it ideal for product catalogues.",,train
00058,train-00000-of-00032.parquet,314,b68c792e70d469b7dbf791d8fdc21ac044c1ae742008339670532b25deb69307,0,collection_1,Plant Stand,Furniture,"The plant stand is situated on a sun-drenched patio, overlooking a bustling city street. The photo is taken from a slightly elevated angle, focusing on the top of the stand where a vibrant fern unfurls its leaves. It's mid-afternoon, and the golden sunlight casts playful, leafy shadows on the patio floor. In the background, skyscrapers loom tall, their windows reflecting the sky. A gentle breeze rustles through the leaves of the fern, adding a sense of motion.",,train
00059,train-00000-of-00032.parquet,314,b68c792e70d469b7dbf791d8fdc21ac044c1ae742008339670532b25deb69307,1,collection_1,Plant Stand,Furniture,"In a professional studio setting, the plant stand is captured against a plain white background. The lighting is even and high-key, eliminating any shadows and bringing focus solely to the stand. Photographed from a three-quarter view, the image offers a clear perspective on its elegant design, showcasing its wooden legs and multiple tiers for holding plants. The neutral backdrop highlights the stand's craftsmanship and clean lines, making it ideal for catalog use.",,train
00060,train-00000-of-00032.parquet,343,57e86ef62fe6cce747bd263d21a2b224eb60282abc32e320b7e9fbd3faa09a5e,0,collection_1,Cantilever Chair,Furniture,"The cantilever chair is placed on a bustling city street, capturing a side profile view. The photo is taken in the late afternoon, with the golden hour lighting casting gentle shadows across the chair's sleek metal frame. In the background, blurred pedestrians and the city skyline provide a dynamic urban backdrop. The chair's leather upholstery shines subtly in the warm sunlight, making it a focal point in this modern, metropolitan setting.",,train
00061,train-00000-of-00032.parquet,343,57e86ef62fe6cce747bd263d21a2b224eb60282abc32e320b7e9fbd3faa09a5e,1,collection_1,Cantilever Chair,Furniture,"In the midst of a lush garden, a cantilever chair is positioned on neatly trimmed grass, photographed from a close-up angle. It's a bright midday with sunlight streaming through the leaves, creating dappled shadows on the chair. Behind, an array of colorful flowers and tall green shrubs add vibrancy to the scene. A gentle breeze rustles the leaves, suggesting movement and tranquility.",,train
00062,train-00000-of-00032.parquet,345,d78dd5449a572a32e84c4010c9d84227ce3f10f8e2649c95a5711697ba9a236e,0,collection_1,Cantilever Chair,Furniture,"A cantilever chair sits on a sandy beach, photographed from an aerial view. It's early morning and the soft, pinkish hues of sunrise envelope the scene, creating a serene ambiance. The ocean is visible in the background, with gentle waves lapping at the shoreline. The chair’s chrome structure reflects the pastel colors of the sky, contrasting beautifully with the natural textures of the sand.",,train
00063,train-00000-of-00032.parquet,345,d78dd5449a572a32e84c4010c9d84227ce3f10f8e2649c95a5711697ba9a236e,1,collection_1,Cantilever Chair,Furniture,"This image depicts a cantilever chair in a minimalist kitchen, captured from a three-quarter perspective. Afternoon sunlight filters through a large window, casting a light shadow of the chair against the polished wooden floor. The background is a clean, modern kitchen with sleek cabinetry and stainless steel appliances. A bowl of fresh fruits on a nearby countertop adds a touch of color to the otherwise monochromatic setting.",,train
00064,train-00000-of-00032.parquet,347,c4a1f7d2e568eed55be6848df3cbce108f5539597894aad6566a768762ed53c6,0,collection_1,Cantilever Chair,Furniture,"A cantilever chair sits on a sandy beach, photographed from an aerial view. It's early morning and the soft, pinkish hues of sunrise envelope the scene, creating a serene ambiance. The ocean is visible in the background, with gentle waves lapping at the shoreline. The chair’s chrome structure reflects the pastel colors of the sky, contrasting beautifully with the natural textures of the sand.",,train
00065,train-00000-of-00032.parquet,347,c4a1f7d2e568eed55be6848df3cbce108f5539597894aad6566a768762ed53c6,1,collection_1,Cantilever Chair,Furniture,"The cantilever chair is showcased in a professional studio setting against a plain white background. High-key lighting is employed to eliminate shadows, enhancing the clarity and appeal of the product. A front view of the chair highlights its clean lines and modern design, focusing on the seamless curve of its metal frame and the smooth texture of its upholstered seat. The chair appears perfectly balanced and meticulously crafted, providing an ideal visual for catalog or online retail purposes.",,train
00066,train-00000-of-00032.parquet,349,e54f0c8d3af0b977ea06ed342ce6d136cce23c45c3d7336a0777aa679fbcc086,0,collection_1,Cantilever Chair,Furniture,"This image depicts a cantilever chair in a minimalist kitchen, captured from a three-quarter perspective. Afternoon sunlight filters through a large window, casting a light shadow of the chair against the polished wooden floor. The background is a clean, modern kitchen with sleek cabinetry and stainless steel appliances. A bowl of fresh fruits on a nearby countertop adds a touch of color to the otherwise monochromatic setting.",,train
00067,train-00000-of-00032.parquet,349,e54f0c8d3af0b977ea06ed342ce6d136cce23c45c3d7336a0777aa679fbcc086,1,collection_1,Cantilever Chair,Furniture,"The cantilever chair is showcased in a professional studio setting against a plain white background. High-key lighting is employed to eliminate shadows, enhancing the clarity and appeal of the product. A front view of the chair highlights its clean lines and modern design, focusing on the seamless curve of its metal frame and the smooth texture of its upholstered seat. The chair appears perfectly balanced and meticulously crafted, providing an ideal visual for catalog or online retail purposes.",,train
